Company Name,Rating,Good Reviews,Bad Reviews,Salaries
JMD Group,4.0,"Work Life Balance, Salary & Benefits",,564
Wizertech Informatics,4.3,"Work Life Balance, Job Security, Company Culture",,498
Earlyjobs,4.8,"Company Culture, Work Life Balance, Work Satisfaction",,11
91 Springboard Business Hub,3.8,"Work Life Balance, Job Security","Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",523
SCOPE T&M,3.5,Job Security,"Salary & Benefits, Promotions / Appraisal, Company Culture",530
Nation with NaMo,2.6,,"Job Security, Work Life Balance, Promotions / Appraisal",614
Orient Fashions,3.8,"Job Security, Work Life Balance",Promotions / Appraisal,411
Simeio Solutions,3.7,"Skill Development / Learning, Work Life Balance","Promotions / Appraisal, Job Security",844
Learnbay,3.8,,"Job Security, Promotions / Appraisal",435
Acsia Technologies,3.0,,"Promotions / Appraisal, Job Security, Salary & Benefits",801
Mavrix,3.4,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",339
SKM Animal Feeds and Foods,3.3,,"Promotions / Appraisal, Salary & Benefits, Company Culture",572
Central Electronics,3.7,,"Job Security, Promotions / Appraisal, Skill Development / Learning",542
B.L. Harbert International,3.5,Salary & Benefits,"Job Security, Work Life Balance, Promotions / Appraisal",247
Bernhard Schulte Shipmanagement,4.2,"Job Security, Company Culture, Work Life Balance",,492
Gateway Distriparks,3.5,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",541
Coldex Logistics,3.2,,"Work Satisfaction, Company Culture, Work Life Balance",541
Velan Info Services,3.5,,"Promotions / Appraisal, Salary & Benefits, Company Culture",426
Pebs Pennar,3.3,,"Salary & Benefits, Promotions / Appraisal, Company Culture",557
Vaibhav Plasto Printing & Packaging,4.1,"Skill Development / Learning, Work Life Balance, Work Satisfaction",,412
IMARC Group,3.4,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",396
TechRBM,4.7,"Skill Development / Learning, Company Culture, Work Life Balance",,153
Mumbai Metro One,4.0,"Job Security, Work Life Balance, Work Satisfaction",Promotions / Appraisal,581
Medsource Ozone Biomedicals,3.5,,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",364
VST Motors,3.8,"Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Job Security",464
Kanan International,2.8,,"Promotions / Appraisal, Company Culture, Work Satisfaction",551
FundsIndia,3.1,,"Promotions / Appraisal, Work Satisfaction, Company Culture",812
Durovalves India,3.3,,"Company Culture, Job Security, Work Life Balance",373
Pride Technologies,3.2,,"Promotions / Appraisal, Job Security, Company Culture",1k
Rij Engineering,4.2,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal,463
Biomerieux,3.2,,"Promotions / Appraisal, Company Culture, Work Satisfaction",390
GlowTouch,2.9,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",737
Pipeline Infrastructure,4.2,"Work Life Balance, Company Culture, Skill Development / Learning",,460
Ebullient Securities,3.2,,"Job Security, Company Culture, Work Satisfaction",398
NatureNurture,4.3,"Skill Development / Learning, Work Satisfaction, Job Security",,90
Ministry Of Education,3.4,Work Life Balance,"Promotions / Appraisal, Job Security, Company Culture",359
Xoxoday,3.2,,"Promotions / Appraisal, Job Security, Work Life Balance",763
Applied Cloud Computing,2.5,,"Promotions / Appraisal, Company Culture, Work Satisfaction",767
Srmb Steel,3.6,,"Promotions / Appraisal, Company Culture, Skill Development / Learning",377
Trend Technologies,4.0,"Salary & Benefits, Job Security, Skill Development / Learning",,446
Hindustan Copper,4.0,"Work Life Balance, Job Security, Work Satisfaction",,582
Kun Hyundai,3.9,"Skill Development / Learning, Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",574
Mitratech,3.7,"Company Culture, Work Life Balance, Salary & Benefits","Promotions / Appraisal, Work Satisfaction, Job Security",915
Analog Devices,3.9,"Company Culture, Work Life Balance",Promotions / Appraisal,1.1k
MSP Group,3.8,,"Promotions / Appraisal, Salary & Benefits, Company Culture",424
Truminds Software Systems,3.6,,"Promotions / Appraisal, Salary & Benefits",909
Ingram Micro India Ssc,3.7,"Company Culture, Salary & Benefits","Promotions / Appraisal, Job Security, Skill Development / Learning",908
Joannou & Paraskevaides,4.2,"Job Security, Skill Development / Learning, Company Culture",,536
Mawana Sugars,3.6,"Job Security, Salary & Benefits","Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",452
Mavrix,3.4,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",339
SKM Animal Feeds and Foods,3.3,,"Promotions / Appraisal, Salary & Benefits, Company Culture",572
Arya Iron & Steel Co.,4.2,"Company Culture, Work Life Balance, Work Satisfaction",,448
Exl Technosolutions,3.8,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",868
CoreEL Technologies,3.9,Job Security,,840
Vaibhav Plasto Printing & Packaging,4.1,"Skill Development / Learning, Work Life Balance, Work Satisfaction",,412
Coldex Logistics,3.2,,"Work Satisfaction, Company Culture, Work Life Balance",541
Mumbai Metro One,4.0,"Job Security, Work Life Balance, Work Satisfaction",Promotions / Appraisal,581
TechRBM,4.7,"Skill Development / Learning, Company Culture, Work Life Balance",,153
IMARC Group,3.4,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",396
Applied Cloud Computing,2.5,,"Promotions / Appraisal, Company Culture, Work Satisfaction",767
Shree Maruti Integrated Logistics,3.5,,"Promotions / Appraisal, Job Security, Company Culture",319
TEJRAJ PROMOTERS & BUILDERS,4.4,"Company Culture, Work Satisfaction, Skill Development / Learning",,102
GALAXY OFFICE AUTOMATION,4.1,"Job Security, Skill Development / Learning, Company Culture",,506
Srmb Steel,3.6,,"Promotions / Appraisal, Company Culture, Skill Development / Learning",377
Mitratech,3.7,"Company Culture, Work Life Balance, Salary & Benefits","Promotions / Appraisal, Work Satisfaction, Job Security",915
Analog Devices,3.9,"Company Culture, Work Life Balance",Promotions / Appraisal,1.1k
Hindustan Copper,4.0,"Work Life Balance, Job Security, Work Satisfaction",,582
Truminds Software Systems,3.6,,"Promotions / Appraisal, Salary & Benefits",909
Pipeline Infrastructure,4.2,"Work Life Balance, Company Culture, Skill Development / Learning",,460
GlowTouch,2.9,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",737
Amogha Polymers,3.7,Salary & Benefits,"Job Security, Company Culture, Promotions / Appraisal",261
IndiQube,4.1,"Job Security, Salary & Benefits, Company Culture",,851
Ebullient Securities,3.2,,"Job Security, Company Culture, Work Satisfaction",398
Net Business Solutions,3.7,,"Promotions / Appraisal, Job Security, Skill Development / Learning",630
RNS Motors,3.4,,"Job Security, Promotions / Appraisal, Salary & Benefits",428
Palsons Derma,3.2,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",318
Pride Technologies,3.2,,"Promotions / Appraisal, Job Security, Company Culture",1k
Colorshine Coated,3.9,,"Promotions / Appraisal, Company Culture, Job Security",368
AMR INDIA,4.2,"Skill Development / Learning, Company Culture, Work Life Balance",,449
Biomerieux,3.2,,"Promotions / Appraisal, Company Culture, Work Satisfaction",390
Rij Engineering,4.2,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal,463
Durovalves India,3.3,,"Company Culture, Job Security, Work Life Balance",373
Advanz Pharma,4.0,"Company Culture, Work Life Balance, Salary & Benefits","Promotions / Appraisal, Job Security",463
FundsIndia,3.1,,"Promotions / Appraisal, Work Satisfaction, Company Culture",812
SugarFit,3.3,,"Promotions / Appraisal, Work Life Balance, Job Security",282
SoftProdigy System Solutions,3.7,"Skill Development / Learning, Company Culture",,371
Sciative Solutions,4.1,"Skill Development / Learning, Company Culture, Job Security",,270
6Sense,3.4,Salary & Benefits,"Job Security, Promotions / Appraisal, Work Satisfaction",588
Infotree Global Solutions,3.5,,"Promotions / Appraisal, Company Culture, Work Satisfaction",380
IL&FS Skills Development Corporation,4.1,"Skill Development / Learning, Company Culture, Work Life Balance","Salary & Benefits, Job Security, Promotions / Appraisal",203
Vishal Enterprises,4.2,"Skill Development / Learning, Company Culture, Work Life Balance",,460
First Data,4.2,"Work Life Balance, Salary & Benefits, Job Security",,612
Lohia Auto Industries,4.0,"Work Life Balance, Company Culture",Promotions / Appraisal,450
Beetel Teletech,3.8,"Work Life Balance, Salary & Benefits","Promotions / Appraisal, Job Security",483
Kich Architectural Products,3.7,,"Promotions / Appraisal, Company Culture, Work Satisfaction",381
Digitas,3.6,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",874
DiTech Process Solutions,3.4,,"Company Culture, Promotions / Appraisal, Salary & Benefits",341
Noida International University,3.2,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",465
Avantel,3.8,Salary & Benefits,"Work Life Balance, Company Culture, Promotions / Appraisal",563
NASSCOM,3.6,,"Promotions / Appraisal, Job Security, Salary & Benefits",642
Union Mutual Fund,3.5,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",550
Dana Group,3.8,"Company Culture, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",543
2050 Healthcare,3.1,,"Promotions / Appraisal, Job Security, Company Culture",306
Lyka Labs,3.7,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",486
24seven,4.4,"Work Life Balance, Skill Development / Learning, Company Culture",,411
Shriji Polymers,3.9,"Company Culture, Work Life Balance, Job Security","Salary & Benefits, Promotions / Appraisal",465
TopSource,3.7,"Work Life Balance, Company Culture",Promotions / Appraisal,337
Pixis,3.7,Salary & Benefits,Job Security,651
IBCC Industries,4.0,"Salary & Benefits, Work Life Balance, Work Satisfaction",Promotions / Appraisal,392
Gini & Jony,3.1,,"Job Security, Company Culture, Work Satisfaction",433
Nkgsb CO-OP Bank,4.2,"Job Security, Work Life Balance, Work Satisfaction",Promotions / Appraisal,450
Breach Candy Hospital Trust,4.4,"Job Security, Salary & Benefits, Work Satisfaction",,359
Vahdam Teas,4.0,"Company Culture, Salary & Benefits, Job Security",,500
Quale Infotech,4.4,"Skill Development / Learning, Company Culture, Work Satisfaction",,140
Geekyants Software,3.3,,"Promotions / Appraisal, Job Security, Work Satisfaction",977
Stratogent Technology Services,3.1,,"Company Culture, Work Satisfaction, Promotions / Appraisal",714
Seoyon E-HWA Summit,3.0,,"Promotions / Appraisal, Company Culture, Work Satisfaction",340
The Good Glamm Group,3.2,,"Job Security, Promotions / Appraisal, Skill Development / Learning",620
IND-SPHINX PRECISION,4.2,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,400
Shrim Bhanu Construction,3.7,,"Company Culture, Job Security, Promotions / Appraisal",485
Vasu Healthcare,4.2,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,495
Belden,3.8,,"Promotions / Appraisal, Work Satisfaction, Job Security",778
BARSYL,3.9,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,348
Featherlite,3.3,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",724
Model Infra Corporation,3.2,,"Promotions / Appraisal, Company Culture, Work Life Balance",698
Vardhman Acrylics,3.6,"Skill Development / Learning, Work Life Balance","Salary & Benefits, Promotions / Appraisal",540
HumanHire Corp.,4.6,"Company Culture, Work Satisfaction, Work Life Balance",,42
NDTV Network,3.4,,"Company Culture, Promotions / Appraisal, Work Life Balance",600
IL&FS Skills Development Corporation,4.1,"Skill Development / Learning, Company Culture, Work Life Balance","Salary & Benefits, Job Security, Promotions / Appraisal",203
Vishal Enterprises,4.2,"Skill Development / Learning, Company Culture, Work Life Balance",,460
First Data,4.2,"Work Life Balance, Salary & Benefits, Job Security",,612
City Corporation Ltd (Amanora),3.9,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,539
Digitas,3.6,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",874
Dana Group,3.8,"Company Culture, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",543
Lyka Labs,3.7,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",486
Statcon Energiaa,4.1,"Work Life Balance, Skill Development / Learning, Company Culture",,510
2050 Healthcare,3.1,,"Promotions / Appraisal, Job Security, Company Culture",306
Zupee,3.5,Salary & Benefits,"Job Security, Promotions / Appraisal, Skill Development / Learning",858
Chetana Publications,3.0,,"Work Satisfaction, Skill Development / Learning, Company Culture",348
Drip Capital,3.3,,"Job Security, Promotions / Appraisal, Salary & Benefits",542
Travclan Technology India,3.6,Salary & Benefits,"Work Life Balance, Work Satisfaction",505
Kaplan,4.1,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits",889
Vasu Healthcare,4.2,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,495
Shriji Polymers,3.9,"Company Culture, Work Life Balance, Job Security","Salary & Benefits, Promotions / Appraisal",465
Rocket Software,4.2,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal,1.1k
Seoyon E-HWA Summit,3.0,,"Promotions / Appraisal, Company Culture, Work Satisfaction",340
Sandberg Translation Partners,3.6,,"Promotions / Appraisal, Skill Development / Learning, Company Culture",493
Vijay Raja Homes,4.1,"Company Culture, Work Life Balance, Work Satisfaction",,483
IBCC Industries,4.0,"Salary & Benefits, Work Life Balance, Work Satisfaction",Promotions / Appraisal,392
Pixis,3.7,Salary & Benefits,Job Security,651
Stratogent Technology Services,3.1,,"Company Culture, Work Satisfaction, Promotions / Appraisal",714
Quale Infotech,4.4,"Skill Development / Learning, Company Culture, Work Satisfaction",,140
Highly Electrical Appliances India,3.6,Skill Development / Learning,Company Culture,608
Breach Candy Hospital Trust,4.4,"Job Security, Salary & Benefits, Work Satisfaction",,359
Vahdam Teas,4.0,"Company Culture, Salary & Benefits, Job Security",,500
Geekyants Software,3.3,,"Promotions / Appraisal, Job Security, Work Satisfaction",977
Nkgsb CO-OP Bank,4.2,"Job Security, Work Life Balance, Work Satisfaction",Promotions / Appraisal,450
Bird Group,3.0,,"Promotions / Appraisal, Company Culture, Salary & Benefits",561
The Good Glamm Group,3.2,,"Job Security, Promotions / Appraisal, Skill Development / Learning",620
JK Organisation,3.9,"Work Life Balance, Job Security, Salary & Benefits",Promotions / Appraisal,580
T.R. Sawhney Motors,3.9,"Company Culture, Work Life Balance, Job Security",,342
Shabari Telecable Network,3.2,,"Promotions / Appraisal, Company Culture, Job Security",486
AddWeb Solution,4.4,"Company Culture, Work Life Balance, Work Satisfaction",,172
The Walt Disney Company,4.3,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,1k
Veremax Technologie Services,3.5,,"Promotions / Appraisal, Company Culture, Salary & Benefits",420
Electrical Manufacturing Company,4.4,"Company Culture, Job Security, Work Life Balance",,434
East West Seeds,4.4,"Company Culture, Work Life Balance, Work Satisfaction",,390
Poddar Tyres,3.7,"Job Security, Work Life Balance","Promotions / Appraisal, Company Culture, Skill Development / Learning",368
Ramani Ice Cream Co.,3.9,,"Promotions / Appraisal, Salary & Benefits",397
Seven Seas Hotel,2.9,,"Salary & Benefits, Job Security, Promotions / Appraisal",372
Room to Read,3.8,Salary & Benefits,"Job Security, Promotions / Appraisal, Company Culture",292
DP Chocolates,4.1,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,459
Saudi Arabian Airlines,3.9,"Job Security, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,275
Harita Fehrer,4.3,"Skill Development / Learning, Company Culture, Job Security",,466
Versa Drives,4.2,"Company Culture, Job Security, Work Satisfaction",,275
Gimatex Industries,3.3,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",528
Meru Accounting,3.6,,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",199
GOURMET INVESTMENTS,3.9,"Salary & Benefits, Skill Development / Learning",,289
Sunrise Biztech Systems,3.5,,"Job Security, Promotions / Appraisal, Work Satisfaction",499
India Kawasaki Motors Pvt. Ltd.,3.7,Job Security,"Salary & Benefits, Promotions / Appraisal",683
Faze Three,3.3,,"Promotions / Appraisal, Job Security, Work Life Balance",613
HGS TECHNOLOGIES,4.2,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,673
Mohan Spintex,4.0,"Work Life Balance, Work Satisfaction, Job Security","Promotions / Appraisal, Salary & Benefits",528
BramhaCorp,3.6,,"Promotions / Appraisal, Company Culture, Work Satisfaction",588
Saurashtra Chemicals,4.1,"Job Security, Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",450
Oswal Industries,3.7,,"Promotions / Appraisal, Company Culture, Work Satisfaction",456
JSS Medical Research,2.9,,"Promotions / Appraisal, Company Culture, Job Security",475
GlobalHunt,3.1,,"Work Satisfaction, Company Culture, Promotions / Appraisal",702
MSL Group,3.4,,"Promotions / Appraisal, Work Life Balance, Company Culture",535
C3I Solutions,3.2,,"Promotions / Appraisal, Salary & Benefits, Company Culture",511
Consort Builders,4.4,"Job Security, Skill Development / Learning, Salary & Benefits",,388
Jagannath Gupta Institute of Medical Sciences & Hospital,3.4,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",430
Veena Developers,3.9,"Work Life Balance, Salary & Benefits",Promotions / Appraisal,232
Baidyanath Minerals,3.7,,"Work Life Balance, Job Security, Promotions / Appraisal",127
Nirmaan Organization,3.6,,"Job Security, Promotions / Appraisal, Company Culture",363
SIPL,3.8,Work Life Balance,Promotions / Appraisal,648
Advance Power Display Systems,4.4,"Skill Development / Learning, Salary & Benefits, Work Satisfaction",,269
DNV GL,3.9,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,482
LA Technologies,4.0,"Skill Development / Learning, Company Culture, Work Life Balance",,338
MS Education Academy,3.7,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",419
Jamia Millia Islamia,4.5,"Company Culture, Work Life Balance, Work Satisfaction",,364
Tiwana Oil Mills,3.4,,"Job Security, Promotions / Appraisal, Company Culture",312
Oswal Infrastructure,3.6,,"Job Security, Work Life Balance, Company Culture",442
Loylty Rewardz Mngt,3.6,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",961
AVASO Technology Solutions,3.5,,"Promotions / Appraisal, Skill Development / Learning, Company Culture",697
Chanakya IAS Academy,2.9,,"Promotions / Appraisal, Salary & Benefits, Company Culture",367
Unimark Remedies,3.4,,"Company Culture, Promotions / Appraisal, Salary & Benefits",333
Bharat Intern,3.9,,"Salary & Benefits, Promotions / Appraisal, Job Security",69
Ingenuity Gaming,3.2,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",903
BMD Private Limited,3.7,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits",445
Classic Legends,2.9,,"Promotions / Appraisal, Company Culture, Work Satisfaction",357
Stallion Laboratories,3.2,,"Company Culture, Work Satisfaction, Job Security",635
Core Energy Systems Limited,3.8,,"Promotions / Appraisal, Company Culture, Work Life Balance",478
Stonemen Crafts,3.9,"Skill Development / Learning, Company Culture, Job Security",,474
Nalanda Learning Systems,2.2,,"Job Security, Promotions / Appraisal, Work Satisfaction",257
Choksi Laboratories,2.7,,"Job Security, Company Culture, Work Satisfaction",487
Prabhudas Lilladher,3.2,,"Promotions / Appraisal, Skill Development / Learning, Company Culture",758
IT Convergence,3.2,,"Promotions / Appraisal, Job Security, Skill Development / Learning",858
Baazi Games,3.5,,"Job Security, Promotions / Appraisal, Skill Development / Learning",706
Glass Wall Systems,4.1,"Company Culture, Work Life Balance, Work Satisfaction",,461
Credit Information Bureau,3.6,Salary & Benefits,"Work Satisfaction, Skill Development / Learning, Promotions / Appraisal",789
Stridely Solutions,3.2,,"Work Satisfaction, Company Culture, Work Life Balance",742
Finnew Solutions,4.2,"Salary & Benefits, Company Culture, Work Life Balance",,489
Hirotec,3.9,Job Security,Promotions / Appraisal,656
VRP Telematics,3.1,,"Promotions / Appraisal, Work Satisfaction, Job Security",366
Vatsal Technosoft,4.5,"Skill Development / Learning, Company Culture, Work Life Balance",,27
FitterFly,3.4,,"Job Security, Promotions / Appraisal, Work Satisfaction",310
CISB,3.6,,"Promotions / Appraisal, Salary & Benefits, Company Culture",396
GoldenSource,3.3,,"Skill Development / Learning, Promotions / Appraisal, Work Satisfaction",903
Outline Systems,3.7,Job Security,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",579
Mobily Infotech,3.4,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",839
Netxcell,3.3,,"Promotions / Appraisal, Job Security, Salary & Benefits",643
Sentini,3.3,,"Company Culture, Job Security, Promotions / Appraisal",476
Lansum Properties,4.0,"Work Life Balance, Skill Development / Learning, Work Satisfaction",Promotions / Appraisal,435
ANS Commerce,3.5,,"Job Security, Promotions / Appraisal, Work Satisfaction",771
Prodocs Solutions,3.5,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",302
Y Equipment Services Pvt Ltd,3.9,,"Work Satisfaction, Promotions / Appraisal",595
XL Laboratories,3.7,Salary & Benefits,"Company Culture, Job Security",474
ekincare,3.1,,"Promotions / Appraisal, Job Security, Company Culture",580
Paradigm IT,3.5,,"Promotions / Appraisal, Job Security, Skill Development / Learning",592
Jeeva Organic,3.6,,"Job Security, Promotions / Appraisal, Salary & Benefits",280
Knowcraft Analytics,2.8,,"Work Life Balance, Company Culture, Salary & Benefits",654
Funfirst Global Skillers,4.3,"Job Security, Skill Development / Learning, Work Life Balance",,256
Hatch Associates India,3.9,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,580
Aquera,4.6,"Salary & Benefits, Company Culture, Work Life Balance",,283
Kama Jewelry,4.2,"Company Culture, Job Security, Skill Development / Learning",,165
Mojj Engineering Systems,3.7,,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",466
SAP Ariba,3.8,,"Promotions / Appraisal, Skill Development / Learning",935
Intercraft Trading,4.4,"Company Culture, Job Security, Skill Development / Learning",,274
Soffit Infrastructure Services,3.7,,"Promotions / Appraisal, Job Security, Salary & Benefits",297
DY Patil University,3.5,,"Promotions / Appraisal, Job Security, Company Culture",683
Armed Forces Tribunal,4.9,"Job Security, Company Culture, Work Satisfaction",,304
Driver Logistics,4.1,"Skill Development / Learning, Company Culture, Work Satisfaction",,448
ADA Tech Solutions Private Limited,3.8,"Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits",323
Aamby Valley City,3.8,"Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits",325
National Corporation for Tourism & Hotels,4.1,"Job Security, Skill Development / Learning, Company Culture",,209
Applied Solar Technologies India,3.6,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",448
GOOD,4.4,"Work Life Balance, Company Culture, Work Satisfaction",,243
Voltas Beko Home Appliances,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",491
Essel Infraprojects,4.0,Work Life Balance,"Promotions / Appraisal, Job Security, Salary & Benefits",464
SRM Techsol,4.3,"Work Life Balance, Company Culture, Work Satisfaction",,277
City Hospital,4.1,"Work Life Balance, Skill Development / Learning, Work Satisfaction",,473
IG Defence,4.5,"Work Life Balance, Work Satisfaction, Job Security",,--
Forbes Technosys,3.9,,"Promotions / Appraisal, Job Security",460
Tata Communications Payment Solutions,3.5,,"Promotions / Appraisal, Work Satisfaction, Job Security",390
Kesoram Industries,3.7,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",522
Nijji Healthcare,4.3,"Company Culture, Work Satisfaction, Job Security",,204
RETAIL HUB SOLUTIONS,4.2,"Company Culture, Work Life Balance, Work Satisfaction",,236
Prose Technologies,4.1,"Work Life Balance, Skill Development / Learning, Work Satisfaction",Promotions / Appraisal,535
Amalgamations Valeo Clutch,3.5,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",604
Paloma Turning,4.0,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,379
Udaan Express,4.2,"Skill Development / Learning, Salary & Benefits, Work Life Balance",,204
TRACKS AND TOWERS INFRATECH,4.0,,"Promotions / Appraisal, Company Culture",483
Migsun Group,3.0,,"Promotions / Appraisal, Company Culture, Job Security",566
Blackboard Education and Reseach Foundation,3.6,,"Promotions / Appraisal, Job Security, Skill Development / Learning",527
Mahindra Powerol,3.8,"Job Security, Company Culture, Skill Development / Learning",,514
Central Board of Secondary Education,4.3,"Work Life Balance, Skill Development / Learning, Company Culture","Job Security, Promotions / Appraisal",536
HH Global,4.0,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits",1.2k
Nureca Limited,4.1,"Work Life Balance, Salary & Benefits, Company Culture",,405
NICE Actimize,3.3,,"Work Satisfaction, Promotions / Appraisal, Skill Development / Learning",643
Ashwini Hospital,3.2,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",424
Rishita Developers,4.1,"Job Security, Company Culture, Work Life Balance",,397
Grohe,4.1,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,439
Udaipur Cement Works,3.8,Work Life Balance,"Job Security, Promotions / Appraisal, Salary & Benefits",496
Walmart Labs,3.4,,"Promotions / Appraisal, Work Satisfaction, Company Culture",613
S.K.B. Builders,4.1,"Job Security, Skill Development / Learning, Work Life Balance",,363
Cube Construction Engineering,2.9,,"Company Culture, Job Security, Promotions / Appraisal",491
Feat Systems,3.3,,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction",327
Spack Automotives,3.3,,"Promotions / Appraisal, Company Culture, Work Satisfaction",478
Velvex,3.6,Job Security,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",47
Jio Haptik,3.6,,"Promotions / Appraisal, Job Security, Work Life Balance",727
Al Bawani Co.,4.0,"Job Security, Work Satisfaction, Skill Development / Learning",,196
Encore Healthcare,3.5,,"Salary & Benefits, Promotions / Appraisal, Company Culture",361
Affordplan,3.6,,"Job Security, Promotions / Appraisal, Company Culture",461
Vymo Technologies,2.3,,"Skill Development / Learning, Work Satisfaction, Job Security",991
PhillipCapital,3.4,,"Promotions / Appraisal, Skill Development / Learning, Company Culture",770
Input Zero Technologies,3.7,Skill Development / Learning,,549
Affinity Global Advertising,3.0,,"Work Satisfaction, Promotions / Appraisal, Skill Development / Learning",680
Max Data Entry Services,4.0,"Salary & Benefits, Work Satisfaction, Job Security",,15
SuperProcure,4.8,"Company Culture, Work Satisfaction, Job Security",,275
Techjays,4.3,"Company Culture, Skill Development / Learning, Work Satisfaction",,219
Avant Garde Industries,4.7,"Skill Development / Learning, Company Culture, Work Life Balance",,73
Huber Suhner Electronics,3.9,"Job Security, Company Culture, Work Life Balance","Promotions / Appraisal, Skill Development / Learning",509
Galaxy Toyota,3.7,,"Job Security, Promotions / Appraisal",423
QASolvers,3.9,"Skill Development / Learning, Company Culture, Work Life Balance",,52
Information Dynamics,3.5,,"Promotions / Appraisal, Salary & Benefits, Company Culture",1.1k
TROPICAL AGROSYSTEM (I),4.3,"Company Culture, Work Satisfaction, Job Security",,309
Extinct Fire Engineers,3.9,Work Life Balance,Promotions / Appraisal,318
bluCognition,3.4,,"Job Security, Promotions / Appraisal, Work Satisfaction",520
EGDK,3.7,"Work Life Balance, Work Satisfaction, Skill Development / Learning","Job Security, Promotions / Appraisal",257
TELUS Health,3.8,"Work Life Balance, Company Culture, Job Security","Salary & Benefits, Promotions / Appraisal",639
National Dairy Development Board,4.0,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,444
Nureca Limited,4.1,"Work Life Balance, Salary & Benefits, Company Culture",,405
NICE Actimize,3.3,,"Work Satisfaction, Promotions / Appraisal, Skill Development / Learning",643
Walmart Labs,3.4,,"Promotions / Appraisal, Work Satisfaction, Company Culture",613
Udaipur Cement Works,3.8,Work Life Balance,"Job Security, Promotions / Appraisal, Salary & Benefits",496
Spack Automotives,3.3,,"Promotions / Appraisal, Company Culture, Work Satisfaction",478
